fazla_kilo,tarih,cim,pist,grup,kgs,en_iyi_derece_farkli_hipodrom,hipodrom_key,hava_durumu,son800,en_iyi_derece,fark,gec_cikis_boy,agf1_sira,kum,kosu_kodu,cins_detay,handikap,sonuc,son6,agf1,gece,mesafe,at_adi,jokey_kodu,ganyan,agf2,yas,kilo,apranti_kilo_indirimi,cim_pist_agirlik,kum_pist_agirlik,no,at_key,jokey_adi,yaris_key,nem,sahip_adi,sahip_kodu,antrenor_adi,antrenor_kodu,yetistirici_adi,derece,sicaklik,yaris_kosu_key,saat,son20,kosmaz,at_sayisi,taki,agf2_sira,start
1.4,31/12/2024,,kum,3 ve Yukarı İngilizler,7,false,ANTALYA,Açık,,2.14.95,,,6,Normal,214539,ŞARTLI 5,60,7,K7K5K5K2K0K5,2.30,true,2000,MOZART,2984,"14,05",<nil>,3y d  e,54,4,0,0,5,01037b8ac2317d6bf84de6412311419a,HÜSEYİN TURAN,1d14aa3d29aa703d7a408add1a4e5315,44,OSMAN ZİYA TEKİNALP,8641,AYCAN POLAT,2966,MURAT AKÇA,2.16.92,14,6b1ac18ef0ec4ba25cca23f5efb320f1,21:00,16,false,8,DB SKG SK DS,<nil>,8
0,14/12/2024,,kum,3 ve Yukarı İngilizler,47,true,DBAKIR,Açık,0.54.04-0.54.34,1.16.24,,,6,Normal,214248,KV-7,66,9,K2K1K4K8K2K1,7.09,true,1200,ÖZAY SILAŞARA,2884,"8,75",<nil>,3y a  d,60,0,0,0,5,baffcdddcaae638c675f71a7e502944a,MEHMET ŞAKİR,6d9266724e6e8e4f8be50f6f4a765b49,20,ALİ ÇİZİK,15875,TURĞUT ÇİZİK,2859,CEVDET AYIKÖZ,1.31.54,2,36d6514a0535294734f623da3b8069fa,21:30,20,false,9,KG SK,<nil>,1
0,29/05/2024,Normal,sentetik,4 ve Yukarı Araplar,19,false,ISTANBUL,Az Bulutlu,0.53.88,1.39.85,,,5,Normal,210061,Handikap 15,59,6,K2K2K8K5K0K5,8.93,false,1500,ÇAĞLAYANŞELALE,3055,"9,70",9.06,7y a k,57,3,3.3,0,3,f8c3558baab8a7644027ce6129770710,HALİM YİĞİT ÜNVER,27142b06aa97eaedac97223ae9c40673,64,İSRAFİL FELHAN,15833,ÖMER GÜNELİ,488,FEME HAY.TAR.LTD.ŞTİ.,1.42.75,21,d06326538bbb0b0e6884711cf71ca95b,15:30,15,false,10,KG DB SK,5,10
0,30/12/2024,,kum,4 ve Yukarı Araplar,7,false,SANLIURFA,Hafif Yağmurlu,1.02.56-1.04.52,1.37.93,,2 Boy,7,Nemli,214530,Handikap 16,56,8,K2K3K1K4K6K3,6.28,true,1300,MUŞFIRTINASI,2696,"14,65",<nil>,4y k  a,57.5,2,0,0,6,10f6bd08deff342313bd59d0c00e1c6e,BURHAN SARIDAL,fa9d37e8f383f3f3fe4dd45afbed5d47,92,GÜNAYDIN SAÇAN,3206,SALİH BECENE,2965,KUTBETTİN SAÇAN,1.47.48,8,434cd66d47a8fe2de6075f8fe1ddee39,19:00,17,false,10,KG K,<nil>,3
0,25/12/2024,,kum,4 ve Yukarı Araplar,14,true,SANLIURFA,Açık,1.06.52,2.15.39,2 Boy,,<nil>,Normal,214445,Handikap 16,53,1,K7K3K2K2K5K4,<nil>,true,1900,KOPKAPTAR,1504,"2,95",<nil>,9y a  a,57.5,0,0,0,6,0f847aae1764632db4cb52a6500ef2ca,İSA KATAR,7b3090dcbe06c05c74436452e473b380,54,EMRAH CANPOLAT,17492,İSMAİL ÇEÇAN,3011,BÜLENT ÇONAY,2.31.19,15,ac92f89e3d5b555af0dd922cc8c697f4,17:45,17,false,9,KG SK,<nil>,5
0,25/12/2024,,kum,3 Yaşlı Araplar,9,false,SANLIURFA,Açık,1.02.68,,1 Boy,,<nil>,Normal,214440,Maiden,24,2,K7K0K0K9K7K2,<nil>,true,1300,BEZANTAY,1504,"3,90",<nil>,3y k  e,57,0,0,0,3,8a9c859a56d6c62a2beac241242849f7,İSA KATAR,7b3090dcbe06c05c74436452e473b380,54,MEHMET GARİP BECENE,13931,MEHMET KAZİM ÇİZİK,2490,ÖMER ALAK,1.41.91,15,a9502434dffdea067033806b5793f00d,18:30,11,false,10,KG DB SK,<nil>,8
0,25/12/2024,,kum,3 ve Yukarı İngilizler,16,false,SANLIURFA,Açık,0.54.80-0.55.44,,,,1,Normal,214444,Handikap 16,65,5,K2K1K2K9K4K0,5.13,true,1300,KING OF THE CITY,2486,"1,75",<nil>,3y a  e,60,2,0,0,1,3cdfb26d8e8585164b9dadbb34d0cb76,AHMET HASAN BAYAR,7b3090dcbe06c05c74436452e473b380,54,MEHMET KAYA,12140,MEHMET KAYA,2830,FATİME KÜÇÜKÇAY,1.28.89,15,fadc00f82a4e69147d81b32654007833,19:00,16,false,13,DB SK,<nil>,5
0,25/12/2024,,kum,3 ve Yukarı İngilizler,16,false,SANLIURFA,Açık,0.54.80-0.55.44,1.28.08,,,5,Normal,214444,Handikap 16,65,8,K7K5K5K3K7K6,5.20,true,1300,TRADER,1504,"8,75",<nil>,4y a  a,63,0,0,0,2,b943f555efa190e98a9a7f89f13018b4,İSA KATAR,7b3090dcbe06c05c74436452e473b380,54,HÜSEYİN BECENE,16617,SALİH BECENE,2965,SEVGİ SELÇUKOĞLU,1.29.19,15,fadc00f82a4e69147d81b32654007833,19:00,13,false,13,DB SKG SK,<nil>,1
2,25/12/2024,,kum,3 Yaşlı Araplar,14,true,SANLIURFA,Açık,1.07.76-1.08.20,2.10.87,,,5,Normal,214449,Handikap 14,36,6,K7K1K4K4K9K1,10.15,true,1700,DERBEDER ALİ,1504,"9,05",<nil>,3y a  e,55,0,0,0,7,6f1f80424712c4b5745ed1fa9080a364,İSA KATAR,7b3090dcbe06c05c74436452e473b380,54,İSMAİL GÜRLER,8625,MEHMET DEMİROL,2721,İSMAİL GÜRLER,2.14.82,15,4f1c52c881912a902ad189e461daa412,21:30,20,false,18,KG DB SK,<nil>,14
1,07/12/2024,,kum,4 ve Yukarı Araplar,7,true,DBAKIR,Çok Bulutlu,0.59.92-1.00.64,1.25.49,"8,5 Boy",,7,Normal,214122,Handikap 15,40,3,K3K3K1K5K6K4,8.01,true,1200,BALLIYARIM,2717,"7,90",<nil>,4y a k,57.5,0,0,0,4,d623add0856c96b30c7bbc5ac52aae1f,YUSUF CENGİZ,e01ebac21e1858a06840f87b285c3b56,83,FERHAT BİNİCİ,12040,MEHMET KAYA,2830,FEME HAY.TAR.LTD.ŞTİ.,1.29.74,4,d06e72eb196a30edb7db2d89a4e32932,21:00,17,false,8,K,<nil>,6
1,04/12/2024,,kum,3 Yaşlı Araplar,14,true,SANLIURFA,Parçalı Bulutlu,1.07.80-1.08.12,2.10.87,,2 Boy,<nil>,Normal,214076,ŞARTLI 4,31,9,C6K7K1K4K4,<nil>,true,1700,DERBEDER ALİ,2496,"6,90",8.27,3y a  e,57,0,0,0,16,6f1f80424712c4b5745ed1fa9080a364,HASAN ALTUNDAĞ,8d580a47e9667f9dda2c0157f01c6600,35,İSMAİL GÜRLER,8625,MEHMET GÜNDÜZ,2812,İSMAİL GÜRLER,2.22.75,13,491666bb6a5efd07787380365ee2a0fe,21:30,18,false,16,KG DB SK,6,13
0,27/11/2024,,kum,4 Yaşlı Araplar,9,false,SANLIURFA,Açık,1.02.64-1.04.04,1.23.82,4 Boy,,1,Normal,213955,ŞARTLI 5,56,4,K3K1K3K2K3K1,28.13,true,1200,MUŞFIRTINASI,267,"2,15",<nil>,4y k  a,61,0,0,0,2,10f6bd08deff342313bd59d0c00e1c6e,FERİT YARDIMCI,dde5200bcba13d5c1cd366e3d8c14f88,44,GÜNAYDIN SAÇAN,3206,SALİH BECENE,2965,KUTBETTİN SAÇAN,1.34.48,10,e100b71d5820e9a6287ffd12a1d4bcbd,18:30,20,false,8,KG K,<nil>,3
1.4,26/11/2024,,sentetik,3 ve Yukarı İngilizler,19,false,ANTALYA,Açık,0.49.96-0.50.32,1.41.79,Yarım Boy,,7,Normal,213943,Handikap 15,35,1,C2C7C6C3C5C5,3.37,true,1600,DERKO,1346,"14,60",<nil>,3y d  e,50.5,0,0,0,8,4befd135e6346428a367ba7c1fa076ab,HAKAN YILDIZ,19ce47eee294f504057a255112d349e8,38,BAHAR BAŞ,12096,AYKUT ECEVİT BAŞ,94,SELAHADDİN DİNÇEL,1.37.52,14,b0623afb0bab868ac213ae00330ba28d,19:00,15,false,11,KG DB SK,<nil>,1
0,24/11/2024,,kum,3 Yaşlı İngilizler,95,false,IZMIR,Açık,0.52.44-0.52.16,,1 Boy,,1,Normal,213908,ŞARTLI 4,46,4,K1K2K5K4K0,22.24,false,1600,ROTARACTOR,864,"3,05",<nil>,3y d  e,58,0,0,0,5,2a8078deb3d2dfd3989594ff1380d6ee,GÖKHAN KOCAKAYA,e00ba86e26cc5b807b563dff7ba34176,56,OKTAY FERHAN BİTİRMİŞ,17779,BARIŞ TOPCU,2647,MUSTAFA REŞAT AKKAN,1.43.61,8,de820f604bb575b4905ce5e5577b75f1,14:00,16,false,10,SK DS,<nil>,9
0.5,20/11/2024,,kum,3 Yaşlı Araplar,16,false,SANLIURFA,Çok Bulutlu,1.05.84-1.06.24,,4 Boy,,4,Normal,213828,ŞARTLI 3,31,4,C6K7K1K4,11.44,true,1400,DERBEDER ALİ,2496,"9,45",11.05,3y a  e,57,0,0,0,5,6f1f80424712c4b5745ed1fa9080a364,HASAN ALTUNDAĞ,7314cffb28991fbb030c081dbaaeff9f,50,İSMAİL GÜRLER,8625,MEHMET GÜNDÜZ,2812,İSMAİL GÜRLER,1.51.55,17,e7ed824beedac4aaf9217bb1a4bc3c7b,19:00,19,false,11,KG DB SK,4,4
0.2,09/11/2024,Normal,kum,3 ve Yukarı İngilizler,51,false,ANKARA,Açık,0.51.48,1.35.71,,,5,Normal,213604,KV-6,63,7,K3C1K5C5K7K5,4.93,false,1500,MOZART,889,"9,90",4.66,3y d  e,56,0,3.3,0,7,01037b8ac2317d6bf84de6412311419a,AYHAN KURŞUN,2651dcf62ef996d27360b288896f0fa9,41,OSMAN ZİYA TEKİNALP,8641,AYCAN POLAT,2966,MURAT AKÇA,1.40.95,12,63ffec0a9ba13137574f57c9fe43ccdc,16:00,16,false,7,KG K DB DS,5,7
0.2,05/11/2024,,kum,2 Yaşlı İngilizler,21,false,KOCAELI,Çok Bulutlu,0.55.04-0.54.96,1.39.19,3 Boy,,<nil>,Normal,213504,Maiden,33,3,K2K4K5K2K7K8,<nil>,true,1500,BRO BORA,408,"13,50",6.23,2y a  e,57,0,0,0,2,36582d36910fb2b3045a3c124cbf0f28,KADİR TOKAÇOĞLU,15a15d80a99e9a1b1294d95b30f9a636,71,EREN YILMAZ,21694,TAŞKIN AVCI,901,SONGÜL ŞİMŞEK,1.38.78,12,7ca343e611ce61612039bff9871f2afc,21:30,15,false,12,KG K,6,8
0,03/11/2024,Normal,cim,4 Yaşlı Araplar,12,false,ADANA,Çok Bulutlu,0.53.80-0.54.60,2.13.33,2 Boy,,7,Normal,213481,ŞARTLI 4,43,4,K6K4K1K7C6K6,2.92,true,1900,QUATRO,2707,"16,35",<nil>,4y a  a,56,0,3.3,0,7,77ca07f6d8a450f7f3c32142589d38e0,MEHMET KIYAK,edae24c0ccccbeb95b22c0e6da1d6acd,51,ERKUT ŞAHİN,848,HASAN YILDIRIM,2854,ERKUT ŞAHİN,2.12.26,27,cf6693afb4c545f3c3da38b67a774dbc,17:45,17,false,8,DB SKG SK,<nil>,7
0.3,30/10/2024,,kum,3 ve Yukarı İngilizler,28,false,ELAZIG,Açık,0.55.52-0.56.04,1.55.79,,,6,Normal,213385,ŞARTLI 5,65,5,K4K1K2K7K7K5,7.63,true,1700,TRADER,3064,"14,30",8.38,4y a  a,54,4,0,0,6,b943f555efa190e98a9a7f89f13018b4,MEHMET ALİ AKGÖBEK,de4047bb2639d74553669384cae43917,24,HÜSEYİN BECENE,16617,MEHMET KAYA,2830,SEVGİ SELÇUKOĞLU,1.55.78,19,09cd17511a00f581163d83faf4908a85,20:00,16,false,8,DB SKG SK,6,4
0,28/10/2024,,kum,4 Yaşlı Araplar,12,true,ELAZIG,Açık,0.59.80,2.06.39,Burun,,<nil>,,213347,Handikap 15,48,2,K8K6K5K3K1K3,<nil>,true,1700,MUŞFIRTINASI,2696,"3,05",<nil>,4y k  a,57,2,0,0,2,10f6bd08deff342313bd59d0c00e1c6e,BURHAN SARIDAL,f0fa43c7f7c6ddbdbd3eca9df6b88183,29,GÜNAYDIN SAÇAN,3206,MEHMET KAYA,2830,KUTBETTİN SAÇAN,2.08.22,17,7291d71e35d9f9b3f2578f6b6f42aa43,18:30,19,false,5,KG K,<nil>,3
1.5,28/10/2024,,kum,4 Yaşlı Araplar,7,false,ELAZIG,Açık,0.59.80,,16 Boy,,<nil>,,213347,Handikap 15,33,3,C4K6K8C0K7K3,<nil>,true,1700,BALLIYARIM,3064,"9,20",<nil>,4y a k,51.5,0,0,0,5,d623add0856c96b30c7bbc5ac52aae1f,MEHMET ALİ AKGÖBEK,f0fa43c7f7c6ddbdbd3eca9df6b88183,29,FERHAT BİNİCİ,12040,MEHMET GÜNDÜZ,2812,FEME HAY.TAR.LTD.ŞTİ.,2.08.24,17,7291d71e35d9f9b3f2578f6b6f42aa43,18:30,11,false,5,K,<nil>,2
0,22/10/2024,Normal,kum,3 Yaşlı İngilizler,15,true,ADANA,Açık,0.51.28-0.51.60,1.16.08,,,6,Normal,213230,Handikap 16,65,9,K2K1K5K2K1K2,8.01,false,1200,KING OF THE CITY,2717,"13,20",7.77,3y a  e,60,0,3.2,0,4,3cdfb26d8e8585164b9dadbb34d0cb76,YUSUF CENGİZ,ca6c6587cabeedef80fba750dee9b985,26,MEHMET KAYA,12140,MEHMET KAYA,2830,FATİME KÜÇÜKÇAY,1.21.34,23,eb613d1c1cd94c3d3f5302b5235de111,15:30,19,false,10,DB SK,6,7
0,15/10/2024,,kum,2 Yaşlı İngilizler,21,false,KOCAELI,Açık,0.49.84-0.49.60,1.17.73,,5 Boy,7,Normal,213069,Maiden,33,8,C9K2K4K5K2K7,5.35,true,1200,BRO BORA,2701,"12,75",<nil>,2y a  e,57,0,0,0,1,36582d36910fb2b3045a3c124cbf0f28,GÖRKEM ÖZÇELİK,d2828840e8318dc9e5c93313449dc191,49,İSMAİL YILMAZ,15404,RAMAZAN GÜNELİ,805,SONGÜL ŞİMŞEK,1.18.43,22,1918881911fa86c12a30aba720a65ad2,16:45,16,false,11,KG K,<nil>,7
1.5,15/10/2024,Normal,cim,4 Yaşlı Araplar,27,false,ADANA,Az Bulutlu,0.54.12-0.55.92,,,,8,Normal,213083,Handikap 16,43,6,K1K5K6K4K1K7,2.45,false,1900,QUATRO,3061,"25,40",<nil>,4y a  a,50,0,3.3,0,7,77ca07f6d8a450f7f3c32142589d38e0,ENES ATLAMAZ,2082c5d35a29e4e553dad502cc007a98,58,ERKUT ŞAHİN,848,MEHMET ALTIN,2907,ERKUT ŞAHİN,2.13.33,30,deae827eeaf915eacdf247c59ed578cb,14:30,19,false,9,DB SKG SK,<nil>,8
0,14/10/2024,,kum,4 ve Yukarı Araplar,7,false,ELAZIG,Çok Bulutlu,0.59.80-1.00.84,2.16.08,Yarım Boy,,4,Normal,213055,Handikap 15,49,2,K0K7K6K1K7K3,13.04,true,1800,KOPKAPTAR,1504,"7,40",<nil>,9y a  a,62.5,0,0,0,3,0f847aae1764632db4cb52a6500ef2ca,İSA KATAR,2751c59dbf54b23656354e8c0f5f7dd3,28,EMRAH CANPOLAT,17492,HÜSEYİN SUNKAR,3040,BÜLENT ÇONAY,2.15.47,25,dc1aee6054d4395a88f7e2c13d1f61fc,20:00,18,false,9,KG SK,<nil>,2
0,11/10/2024,Normal,sentetik,4 ve Yukarı Araplar,7,false,ISTANBUL,Parçalı Bulutlu,0.53.64-0.55.32,2.18.39,,,<nil>,Normal,213006,Handikap 15,47,10,K4K8K8K6K7K5,<nil>,true,2000,ÇAĞLAYANŞELALE,2874,"23,45",2.56,7y a k,54.5,3,3.3,0,9,f8c3558baab8a7644027ce6129770710,ÇAĞLAR TAŞCI,7224dfceb37272a75f075a21582d722e,67,İSRAFİL FELHAN,15833,BETÜL YILDIRIM,3016,FEME HAY.TAR.LTD.ŞTİ.,2.26.08,25,73177f8dc4dd3df80b0cfb45fc7f9c4e,21:30,9,false,14,DB SK,9,13
0,21/08/2024,Biraz Yumuşak,sentetik,3 Yaşlı İngilizler,17,false,ISTANBUL,Çok Bulutlu,0.47.92,1.25.76,,,5,Normal,212001,ŞARTLI 3,46,10,K1K2K5K4,9.53,false,1400,ROTARACTOR,2708,"11,90",<nil>,3y d  e,58,0,3.4,0,6,2a8078deb3d2dfd3989594ff1380d6ee,MUHAMMED MİR BİLGİN,ece83c0620eaab56cd4f54610029420a,57,OKTAY FERHAN BİTİRMİŞ,17779,BARIŞ TOPCU,2647,MUSTAFA REŞAT AKKAN,1.28.98,28,6fc65ee7af51bfdc744035ac33a91dac,14:30,17,false,12,SK DS,<nil>,10
0.3,05/10/2024,Normal,cim,3 ve Yukarı İngilizler,32,false,ANKARA,Açık,0.47.96,2.18.99,"1,5  Boy",,2,Normal,212882,Handikap 16,66,2,C7C1C4C2C5C2,23.33,false,2200,LUKA MAGIC,864,"3,20",<nil>,3y d  e,55,0,3.3,0,2,941a5324485c4791306196e9a8088f78,GÖKHAN KOCAKAYA,812fd4f4aaee5fc224ec659fbbb0080f,36,YÜKSEL GÖKTÜRK,9256,İSMET TEKİNALP,47,YÜKSEL GÖKTÜRK,2.16.47,23,ab0f4f2f6fa2337a312369feb774a343,13:30,18,false,7,KG DB SK,<nil>,3
0,05/10/2024,Normal,cim,3 Yaşlı İngilizler,16,false,ANKARA,Açık,0.48.52-0.49.68,1.37.27,,4 Boy,<nil>,Normal,212873,ŞARTLI 19,35,6,C4C5C6C7C2C7,<nil>,false,1600,DERKO,2879,"6,20",11.18,3y d  e,58,3,3.3,0,1,4befd135e6346428a367ba7c1fa076ab,FESİH ÇETİNBAŞ,812fd4f4aaee5fc224ec659fbbb0080f,36,BAHAR BAŞ,12096,AYKUT ECEVİT BAŞ,94,SELAHADDİN DİNÇEL,1.38.50,23,3ef7828a20a0a37e09af70b6e3f25f36,17:30,14,false,13,KG DB SK,3,5
0,01/10/2024,Normal,kum,4 Yaşlı Araplar,10,false,ADANA,Açık,0.59.00,,3 Boy,,3,Normal,212804,ŞARTLI 3,37,1,C8C9C3C2C0C4,22.50,false,1900,IRMAK BEYİ,2500,"3,65",<nil>,4y a  a,55,0,3.3,0,4,a8aec4507303331df1988506bc1d28a9,MEHMET SALİH ÇELİK,9acd9061edcdf798013ee12214f330aa,54,HÜSEYİN BECENE,16617,SALİH BECENE,2965,ZÜBEYDE ÇEÇAN,2.20.08,30,9b0fe56fa9ecfe20267c3061f73d4d9e,14:30,12,false,5,KG K DB,<nil>,1
0,01/10/2024,Normal,kum,4 Yaşlı Araplar,13,true,ADANA,Açık,0.59.00,2.25.24,9 Boy,,4,Normal,212804,ŞARTLI 3,43,3,K0K3K5K8K6K5,13.73,false,1900,MUŞFIRTINASI,958,"6,30",<nil>,4y k  a,58,0,3.3,0,2,10f6bd08deff342313bd59d0c00e1c6e,MÜSLÜM ÇELİK,9acd9061edcdf798013ee12214f330aa,54,GÜNAYDIN SAÇAN,3206,SALİH BECENE,2965,KUTBETTİN SAÇAN,2.21.29,30,9b0fe56fa9ecfe20267c3061f73d4d9e,14:30,12,false,5,KG K,<nil>,3
0,24/09/2024,,kum,2 Yaşlı İngilizler,21,false,KOCAELI,Açık,0.53.60-0.54.12,1.32.88,,,<nil>,Normal,212654,Maiden,33,7,C9K2K4K5K2,<nil>,true,1400,BRO BORA,1498,"5,30",15.43,2y a  e,57,0,0,0,1,36582d36910fb2b3045a3c124cbf0f28,ONUR YILDIZ,c06babeed33d9a1b567cac9a75d1c205,45,İSMAİL YILMAZ,15404,BİLAL AVCI,2798,SONGÜL ŞİMŞEK,1.32.61,27,e3dc3f7a02f12fb4fcf748cdfb7d6bd8,20:30,17,false,8,KG K,2,3
0.1,19/09/2024,Çok Yumuşak,cim,3 Yaşlı İngilizler,12,false,ANKARA,Parçalı Bulutlu,0.48.28-0.49.32,,,,4,Normal,212561,ŞARTLI 19,35,7,C5C4C5C6C7C2,13.21,false,1900,DERKO,2879,"6,35",<nil>,3y d  e,58,3,3.9,0,1,4befd135e6346428a367ba7c1fa076ab,FESİH ÇETİNBAŞ,fdb5419bfd5ad2543c13fd96f3d32770,51,BAHAR BAŞ,12096,AYKUT ECEVİT BAŞ,94,SELAHADDİN DİNÇEL,2.00.14,23,6fc769c4346d585d291008a9f08ec6ea,14:00,15,false,11,KG DB SK,<nil>,10
0,19/09/2024,Çok Yumuşak,kum,3 Yaşlı İngilizler,11,false,ANKARA,Parçalı Bulutlu,0.49.92-0.50.16,1.29.71,,,<nil>,Normal,212562,ŞARTLI 5,63,5,K2K3C1K5C5K7,<nil>,false,1400,MOZART,958,"14,20",4.47,3y d  e,58,0,3.9,0,3,01037b8ac2317d6bf84de6412311419a,MÜSLÜM ÇELİK,fdb5419bfd5ad2543c13fd96f3d32770,51,MURAT AKÇA,9146,İBRAHİM BEKİROĞULLARI,57,MURAT AKÇA,1.32.19,23,dd21a5b73eeffc2eb05bb8a918bda032,17:30,17,false,5,KG DB SK DS,4,5
0,09/09/2024,,kum,3 ve Yukarı İngilizler,5,false,ELAZIG,Açık,0.55.80,,"8,5 Boy",,<nil>,Normal,212373,ŞARTLI 4,71,1,K2K1K1K2K1K8,<nil>,true,2000,ANADOLU KAPLANI,2884,"5,85",13.78,5y d  g,56,1,0,0,8,58cd2ce1e4ed514eaf02646244415f4d,MEHMET ŞAKİR,c65ff9b02c04d26b5647d35bfda46a95,21,IŞIL GÜNEŞ,1361,ENVER KOÇAK,292,TAYRAL TUTUMLU,2.14.01,33,5033a1b3bbd858ae1309007fe80a6f11,20:30,19,false,8,SKG SK DS,4,7
0,07/12/2024,,kum,3 ve Yukarı İngilizler,14,false,ADANA,Çok Bulutlu,0.52.08-0.52.40,2.04.22,5 Boy,,7,Normal,214128,G 3,88,3,K7K1K3K5K7K6,5.12,true,1900,MEMORY REMAINS,107,"11,40",5.67,4y d  a,60,0,0,0,3,10c3e55641d4ea2f06ae19c1b6fa086c,AHMET ÇELİK,c6dc2d7307905c5d011c56a81715c9d0,39,YÜKSEL GÖKTÜRK,9256,İSMET TEKİNALP,47,YÜKSEL GÖKTÜRK,2.02.35,20,f730aee02db2b9d6f12ee8baf9ef6d56,19:00,16,false,10,DB,7,3
0,02/12/2024,,kum,3 Yaşlı Araplar,14,true,SANLIURFA,Açık,1.04.64,1.26.83,,,<nil>,Normal,214032,Maiden,22,7,K4C6K7K0K0K9,<nil>,true,1200,BEZANTAY,918,"13,40",2.59,3y k  e,57,0,0,0,5,8a9c859a56d6c62a2beac241242849f7,SAMİ KAPLAN,d7ac5c55b959427a228b37b09275054b,28,MEHMET GARİP BECENE,13931,İBRAHİM HALİL GÜRLER,2802,ÖMER ALAK,1.42.05,14,ed48e272b2a8159f56b2e1c68193dd0f,21:30,13,false,11,KG DB SK,8,5
0,29/11/2024,,kum,3 ve Yukarı İngilizler,7,false,ANTALYA,Açık,0.56.68-0.56.96,2.16.81,,,2,Normal,213988,Handikap 16,61,5,K5C5K7K5K7K5,4.64,false,2000,MOZART,2390,"2,50",<nil>,3y d  e,56.5,2,0,0,3,01037b8ac2317d6bf84de6412311419a,SERKAN YILDIZ,b4c76c0ab4c7fff329bc650906f7e7cb,39,OSMAN ZİYA TEKİNALP,8641,AYCAN POLAT,2966,MURAT AKÇA,2.14.95,16,a0d48f144c8cdb3669f922d320b1d68c,14:30,15,false,7,DB DS,<nil>,6
0,22/11/2024,,kum,3 Yaşlı İngilizler,13,false,ANTALYA,Çok Bulutlu,0.52.72-0.52.88,,,,<nil>,Nemli,213859,ŞARTLI 4,63,5,C1K5C5K7K5K7,<nil>,false,2000,MOZART,2331,"6,25",<nil>,3y d  e,57,3,0,0,2,01037b8ac2317d6bf84de6412311419a,MUHAMMED BARAN ÇAKMAK,7ed2641696ea1a88370f13e4b590dfcb,88,OSMAN ZİYA TEKİNALP,8641,AYCAN POLAT,2966,MURAT AKÇA,2.16.81,17,1859d57200337742c9c0766edc9f94f5,15:00,15,false,6,KG K DB DS,<nil>,6
0,20/11/2024,,kum,4 Yaşlı Araplar,7,true,SANLIURFA,Çok Bulutlu,1.05.44,1.41.22,,,3,Normal,213829,ŞARTLI 3,40,6,C0K7K3K3K1K5,13.93,true,1400,BALLIYARIM,2872,"8,15",14.91,4y a k,58,0,0,0,3,d623add0856c96b30c7bbc5ac52aae1f,AZİZ AKDEMİR,7314cffb28991fbb030c081dbaaeff9f,50,FERHAT BİNİCİ,12040,YELİZ BAYSAL,2805,FEME HAY.TAR.LTD.ŞTİ.,1.57.84,17,7235f63e0708f2b86ca90a29dff22c15,20:00,19,false,8,K,3,6
0,18/11/2024,,kum,4 Yaşlı Araplar,17,false,SANLIURFA,Çok Bulutlu,1.04.44-1.04.68,2.06.39,9 Boy,,1,Normal,213787,Handikap 15,49,1,K5K3K1K3K2K3,20.28,true,1700,MUŞFIRTINASI,267,"5,05",19.88,4y k  a,61,0,0,0,3,10f6bd08deff342313bd59d0c00e1c6e,FERİT YARDIMCI,bf378aa1e5976407bfbf99d6c8b7b36e,60,GÜNAYDIN SAÇAN,3206,SALİH BECENE,2965,KUTBETTİN SAÇAN,2.12.96,15,a08e9ac3f39044a6cb41e344dc534e89,19:30,17,false,10,KG K,1,2
0,18/11/2024,,kum,3 ve Yukarı İngilizler,10,false,SANLIURFA,Çok Bulutlu,0.59.88-1.02.64,,,,<nil>,Normal,213784,ŞARTLI 4,65,7,K2K7K7K5K5K3,<nil>,true,2100,TRADER,267,"2,95",29.27,4y a  a,60,0,0,0,2,b943f555efa190e98a9a7f89f13018b4,FERİT YARDIMCI,bf378aa1e5976407bfbf99d6c8b7b36e,60,HÜSEYİN BECENE,16617,MEHMET KAYA,2830,SEVGİ SELÇUKOĞLU,2.38.22,15,580abc87fb73259e23d50b662bb127c6,20:30,15,false,8,DB SKG SK,2,6
0,18/11/2024,,kum,3 Yaşlı Araplar,17,false,SANLIURFA,Çok Bulutlu,1.08.48,,,,<nil>,Normal,213776,Maiden,24,9,K8K4C6K7K0K0,<nil>,true,1400,BEZANTAY,267,"11,30",10.59,3y k  e,57,0,0,0,2,8a9c859a56d6c62a2beac241242849f7,FERİT YARDIMCI,bf378aa1e5976407bfbf99d6c8b7b36e,60,MEHMET GARİP BECENE,13931,İBRAHİM HALİL GÜRLER,2802,ÖMER ALAK,2.08.18,15,9a11f32a098ced0a8e6c50dc702aaeeb,21:30,14,false,12,KG DB SK,4,11
0.3,18/11/2024,,kum,2 Yaşlı İngilizler,13,true,BURSA,Çok Bulutlu,0.49.84-0.50.08,1.32.61,,,<nil>,Normal,213774,Maiden,33,7,K4K5K2K7K8K3,<nil>,false,1400,BRO BORA,408,"22,55",2.38,2y a  e,57,0,0,0,1,36582d36910fb2b3045a3c124cbf0f28,KADİR TOKAÇOĞLU,3eebd7da0a1e139bf835682a86906d5f,94,EREN YILMAZ,21694,TAŞKIN AVCI,901,SONGÜL ŞİMŞEK,1.32.36,12,d80611445bfb2b8c90a009df39f9aa44,16:30,15,false,10,KG K,6,8
